origin_id,destination_id,shortest_distance
"109001","206314539",0.00155016664054679
"109002","127787069",0.0237863365066794
"109003","112745885",0.0154072284402037
"109004","539745530",0.000668658767341502
"109005","112745885",0.016513154733399
"109006","112745885",0.00366126459217641
"109007","31575230",0.0170326389239194
"109008","112745885",0.0126056695001437
"109009","307533884",0.00222400855228405
"109010","112745885",0.0124100376641639
"109011","112745885",0.0225261193652187
"109012","59990742",0.018629387081448
"109013","112745885",0.0202116730874449
"109014","127787069",0.0201124396171417
"109015","127787069",0.0266603801170492
"109016","127787069",0.0117931839000617
"109017","112745885",0.015315390107998
"109018","31575230",0.0100626287173608
"109019","112745885",0.0194406857735387
"109020","127787069",0.0171911190339959
"109021","127787069",0.013971873375267
"109022","307533884",0.00635745214169171
"109023","31575230",0.0136905922924579
"109024","927302948",0.00751167115529666
"109025","127787069",0.0117145657229986
"109026","112745885",0.0171198559355301
"109027","59990742",0.0158310883665719
"109028","307533884",0.00561484347560694
"109029","127787069",0.012181479445976
"109030","127787069",9.71141579897443e-05
"109031","127787069",0.00926686250722237
"109032","59990742",0.0125938122017791
"109033","1061704842",0.00156912313780303
"109034","828505840",0.000339016336144441
"109035","112745885",0.0139041299841574
"109036","127787069",0.0202628097034244
"109037","927302948",0.00378969660802466
"109038","112745885",0.015655370857865
"109039","127787069",0.0252082757541156
"109040","112745885",0.01235553361336
"41001","978251736",0.0148780408361907
"41002","978251736",0.0268184973464337
"41003","243601531",0.018909684616765
"41005","978251736",0.0323391159841955
"41006","978251736",0.0316886968733281
"41007","978251736",0.0183221175412589
"41008","978251736",0.0215836578310363
"41009","40776107",0.0285901211693734
"41010","978251736",0.0084315451196359
"41013","490429214",1.42413148088101e-05
"41014","978251736",0.0169015009351787
"41015","978251736",0.0105734019732853
"41016","978251736",0.0149430693318109
"41017","40776107",0.0312182465875619
"41018","978251736",0.0248290158143142
"41019","48019117",2.54980912598709e-05
"41020","233419092",0.00222908547331674
"41021","978251736",0.0140237234512099
"41022","978251736",0.0298780374893137
"41023","243601531",0.028248184222094
"41025","978251736",0.029695869534395
"41026","26014378",0.0148542456086864
"41027","727107627",0.0111279246214381
"41028","29001304",0.0120793911404738
"41029","29001304",0.00245986655529897
"41030","243601531",0.0174706001881171
"41031","26014378",0.0206385131315247
"41032","446685386",0.0108387618711833
"41034","978251736",0.0131426466659812
"41035","26014378",0.0180212637901494
"41036","446685386",0.00560235021288203
"41038","29001304",0.00663633883895426
"41041","978251736",0.0276343426391268
"41043","29001304",0.022795255594673
"41044","63844501",0.000585138736489885
"41045","446685386",0.0122695732376434
"41047","978251736",0.030053841885473
"41048","40776107",0.0259690970085131
"41049","978251736",0.0220069198715857
"41051","350566503",0.00348504419111663
"41054","29001304",0.0158469861017601
"41057","978251736",0.0273215605020839
"41058","978251736",0.00989037855182465
"41059","243601531",0.0262295008140266
"41061","978251736",0.0277528979712297
"41064","243601531",0.0126816386653217
"41065","243601531",0.00536778338307863
"41066","978251736",0.0216792566296457
"41067","446685386",0.0152722347894185
"41068","446685386",0.00943016574257401
"41069","978251736",0.0062405348082761
"41070","29001304",0.0117839166999036
"42001","200858737",0.00563385759930399
"42002","388349903",0.000132669489772769
"42003","124149897",0.0247567051182828
"42004","124149897",0.0144381166129586
"42005","313801209",0.0107544568583966
"42006","69764733",0.00448229253179766
"42007","15789330",0.00446268240604206
"42008","15789330",0.0111452886326292
"42010","519479467",0.00606988982235676
"42011","29001304",0.0154743861196136
"42012","15789330",0.015062807466769
"42013","15789330",0.0212580815930327
"42014","15789330",0.00349899705935066
"42015","24264288",0.0109873941173064
"42016","15789330",0.0142921999713155
"42017","15789330",0.0232420384845017
"42018","318642433",0.000116909817465037
"42019","15789330",0.0153362308250737
"42020","15789330",0.023142777162432
"42021","15789330",0.00906025196174111
"42022","14803596",0.00190089700551584
"42023","15789330",0.0136336091788889
"42024","15789330",0.0151368946444755
"42025","15789330",0.00690241545858998
"42026","15789330",0.0158558423006309
"42027","1040111054",0.00216194631921028
"42029","15789330",0.0122761297700124
"42030","15789330",0.00634326010550812
"42031","313801209",0.00781297738924431
"42032","303157949",0.000210012569781954
"42033","23121763",0.0105366059891884
"42034","519479467",0.0086762516503726
"42035","313801209",0.00837210905859373
"42036","124149897",0.0122331522913514
"42037","15789330",0.0163834240348886
"42038","200858737",0.00814073942346524
"42040","15789330",0.0155073415111151
"42041","313801209",0.00998864635806755
"42042","15789330",0.0120727293270707
"42043","15789330",0.0101597385281798
"42044","15789330",0.0286069843210086
"42045","22733055",0.000176260341632052
"42046","124149897",0.0169320640166781
"42047","15789330",0.0167811340115748
"42048","173564789",6.00578765817944e-05
"42049","15789330",0.0144479469903913
"42050","24264288",0.00747583995739694
"43002","15789330",0.0192723843650796
"43003","140562083",0.0182435092672334
"43004","31575230",0.017935523744759
"43005","31575230",0.0379174154674371
"43006","31575230",0.0179432406882551
"43007","31575230",0.027473092884874
"43008","31575230",0.0215372493608972
"43009","140562083",0.0266897583105947
"43010","31575230",0.0633359070944776
"43011","31575230",0.0235026140815004
"43012","140562083",0.0275718849006907
"43013","584219616",0.000105896543210219
"43014","31575230",0.0159222013762311
"43015","31575230",0.0100150045243849
"43016","15789330",0.0329465325428644
"43017","31575230",0.0331147284261835
"43019","140562083",0.0349929734771318
"43020","15789330",0.0327365125394442
"43021","31575230",0.0265967783841663
"43022","31575230",0.0188497973766444
"43023","31575230",0.012841488149653
"43024","15789330",0.0262006010858782
"43025","31575230",0.0171367638743481
"43026","140562083",0.0119913187934338
"43027","31575230",0.0323290469320439
"43028","157199311",0.00655097190663555
"43029","140562083",0.0148409637685655
"43031","31575230",0.00838618331627764
"43032","112745885",0.0245932793948095
"43033","31575230",0.00841564070761361
"43034","31575230",0.0243683022300314
"43035","112745885",0.0209817609079674
"43036","31575230",0.0150842284769752
"43038","31575230",0.0258906168795044
"43039","140562083",0.0315314642376389
"43040","15789330",0.0224456320551606
"43041","31575230",0.0154580563674993
"43042","154418503",0.000162163265026016
"43043","32361570",0.00521305833417441
"43044","14803596",0.0083570833170496
"43045","31575230",0.0173203118244411
"43046","31575230",0.0245545940671262
"43047","140562083",0.022271156102008
"43048","31575230",0.0195766346701104
"43049","31575230",0.0239501602305588
"43050","140562083",0.0369589392458797
"43051","31575230",0.0218310683802542
"43052","31575230",0.027060643860746
"43053","31575230",0.0164793708617174
"43054","140562083",0.017719700488567
"43055","31575230",0.014180395865365
"43056","31575230",0.0537888373582355
"43057","31575230",0.0593809877120615
"43058","31575230",0.0245893899570032
"44001","75359700",0.0174874419155289
"44002","181174409",0.00384452111076169
"44005","75359700",0.0138975259906793
"44006","75359700",0.0237367615156106
"44007","75359700",0.0110720685829571
"44010","127787069",0.00991466015114493
"44011","75359700",0.0077004188293386
"44012","67108994",0.020180887336093
"44013","75359700",0.0113687413840188
"44014","75359700",0.00745478797325004
"44015","127787069",0.0197151784722332
"44016","67108994",0.00994774737772188
"44017","75295831",8.82442844194098e-05
"44020","75359700",0.0111881657206152
"44021","127787069",0.0192216223098202
"44023","60718851",0.000123669904055049
"44027","75359700",0.00959522293597897
"44029","43735279",0.00474266752990384
"44031","75359700",0.00523052462571478
"44032","127787069",0.0159758776012616
"44034","127787069",0.0176192123555818
"44036","539745530",0.00557123451222808
"44038","75359700",0.0262205026270716
"44044","75359700",0.029102780457093
"44045","126439927",0.00400729616363207
"44054","67108994",0.0123769354396249
"44056","75359700",0.0224975273428463
"44063","122963592",0.00945242367616754
"44064","75359700",0.0150564892801291
"44065","67108994",0.0180982075049329
"44066","61917578",0.000525322397571315
"44071","75359700",0.00651147895896818
"44073","75359700",0.017189863877798
